LAUS,state,county,County Name/State Abbreviation,Year,force,employed,unemployed,unemployment
CN1700900000000,17,9,"Brown County, IL",2015,2782,2683,99,3.6
CN1701100000000,17,11,"Bureau County, IL",2015,17142,16037,1105,6.4
CN1701300000000,17,13,"Calhoun County, IL",2015,2345,2187,158,6.7
CN1701500000000,17,15,"Carroll County, IL",2015,7950,7516,434,5.5
CN1701700000000,17,17,"Cass County, IL",2015,6437,6072,365,5.7
CN1701900000000,17,19,"Champaign County, IL",2015,107403,101976,5427,5.1
CN1702100000000,17,21,"Christian County, IL",2015,15428,14406,1022,6.6
CN1702300000000,17,23,"Clark County, IL",2015,8095,7591,504,6.2
CN1702500000000,17,25,"Clay County, IL",2015,6630,6160,470,7.1
CN1702700000000,17,27,"Clinton County, IL",2015,20114,19206,908,4.5
CN1702900000000,17,29,"Coles County, IL",2015,24131,22667,1464,6.1
CN1703100000000,17,31,"Cook County, IL",2015,2647903,2481137,166766,6.3
CN1703300000000,17,33,"Crawford County, IL",2015,9649,9077,572,5.9
CN1703500000000,17,35,"Cumberland County, IL",2015,5917,5605,312,5.3
CN1703700000000,17,37,"DeKalb County, IL",2015,54841,51776,3065,5.6
CN1703900000000,17,39,"De Witt County, IL",2015,7978,7535,443,5.6
CN1704100000000,17,41,"Douglas County, IL",2015,10170,9673,497,4.9
CN1704300000000,17,43,"DuPage County, IL",2015,511797,487131,24666,4.8
CN1704500000000,17,45,"Edgar County, IL",2015,9448,8856,592,6.3
CN1704700000000,17,47,"Edwards County, IL",2015,2950,2774,176,6
CN1704900000000,17,49,"Effingham County, IL",2015,18448,17562,886,4.8
CN1705100000000,17,51,"Fayette County, IL",2015,9718,9078,640,6.6
CN1705300000000,17,53,"Ford County, IL",2015,6662,6309,353,5.3
CN1705500000000,17,55,"Franklin County, IL",2015,16518,15180,1338,8.1
CN1705700000000,17,57,"Fulton County, IL",2015,15813,14606,1207,7.6
CN1705900000000,17,59,"Gallatin County, IL",2015,2470,2305,165,6.7
CN1706100000000,17,61,"Greene County, IL",2015,6057,5685,372,6.1
CN1706300000000,17,63,"Grundy County, IL",2015,25482,23690,1792,7
CN1706500000000,17,65,"Hamilton County, IL",2015,4384,4143,241,5.5
CN1706700000000,17,67,"Hancock County, IL",2015,8928,8376,552,6.2
CN1706900000000,17,69,"Hardin County, IL",2015,1531,1401,130,8.5
CN1707100000000,17,71,"Henderson County, IL",2015,3756,3530,226,6
CN1707300000000,17,73,"Henry County, IL",2015,25236,23688,1548,6.1
CN1707500000000,17,75,"Iroquois County, IL",2015,14778,13936,842,5.7
CN1707700000000,17,77,"Jackson County, IL",2015,28680,27083,1597,5.6
CN1707900000000,17,79,"Jasper County, IL",2015,4647,4357,290,6.2
CN1708100000000,17,81,"Jefferson County, IL",2015,17203,16040,1163,6.8
CN1708300000000,17,83,"Jersey County, IL",2015,11096,10392,704,6.3
CN1708500000000,17,85,"Jo Daviess County, IL",2015,11471,10842,629,5.5
CN1708700000000,17,87,"Johnson County, IL",2015,4142,3788,354,8.5
CN1708900000000,17,89,"Kane County, IL",2015,268642,253171,15471,5.8
CN1709100000000,17,91,"Kankakee County, IL",2015,54342,50609,3733,6.9
CN1709300000000,17,93,"Kendall County, IL",2015,66247,62762,3485,5.3
CN1709500000000,17,95,"Knox County, IL",2015,23245,21828,1417,6.1
CN1709700000000,17,97,"Lake County, IL",2015,367278,347425,19853,5.4
CN1709900000000,17,99,"LaSalle County, IL",2015,57508,53493,4015,7
CN1710100000000,17,101,"Lawrence County, IL",2015,6155,5717,438,7.1
CN1710300000000,17,103,"Lee County, IL",2015,17876,16921,955,5.3
CN1710500000000,17,105,"Livingston County, IL",2015,17287,16355,932,5.4
CN1710700000000,17,107,"Logan County, IL",2015,13007,12301,706,5.4
CN1710900000000,17,109,"McDonough County, IL",2015,14096,13236,860,6.1
CN1711100000000,17,111,"McHenry County, IL",2015,165854,156760,9094,5.5
CN1711300000000,17,113,"McLean County, IL",2015,91406,87031,4375,4.8
CN1711500000000,17,115,"Macon County, IL",2015,50933,47380,3553,7
CN1711700000000,17,117,"Macoupin County, IL",2015,23092,21629,1463,6.3
CN1711900000000,17,119,"Madison County, IL",2015,133247,125231,8016,6
CN1712100000000,17,121,"Marion County, IL",2015,18125,16898,1227,6.8
CN1712300000000,17,123,"Marshall County, IL",2015,5716,5336,380,6.6
CN1712500000000,17,125,"Mason County, IL",2015,6620,6147,473,7.1
CN1712700000000,17,127,"Massac County, IL",2015,6090,5645,445,7.3
CN1712900000000,17,129,"Menard County, IL",2015,6624,6306,318,4.8
CN1713100000000,17,131,"Mercer County, IL",2015,8243,7728,515,6.2
CN1713300000000,17,133,"Monroe County, IL",2015,18128,17333,795,4.4
CN1713500000000,17,135,"Montgomery County, IL",2015,12037,11123,914,7.6
CN1713700000000,17,137,"Morgan County, IL",2015,16959,16106,853,5
CN1713900000000,17,139,"Moultrie County, IL",2015,7386,7064,322,4.4
CN1714100000000,17,141,"Ogle County, IL",2015,25947,24345,1602,6.2
CN1714300000000,17,143,"Peoria County, IL",2015,90083,83891,6192,6.9
CN1714500000000,17,145,"Perry County, IL",2015,8873,8239,634,7.1
CN1714700000000,17,147,"Piatt County, IL",2015,8556,8135,421,4.9
CN1714900000000,17,149,"Pike County, IL",2015,7628,7232,396,5.2
CN1715100000000,17,151,"Pope County, IL",2015,1769,1645,124,7
CN1715300000000,17,153,"Pulaski County, IL",2015,2093,1907,186,8.9
CN1715500000000,17,155,"Putnam County, IL",2015,3046,2858,188,6.2
CN1715700000000,17,157,"Randolph County, IL",2015,14329,13550,779,5.4
CN1715900000000,17,159,"Richland County, IL",2015,7478,7038,440,5.9
CN1716100000000,17,161,"Rock Island County, IL",2015,72708,68066,4642,6.4
CN1716300000000,17,163,"St. Clair County, IL",2015,126401,118065,8336,6.6
CN1716500000000,17,165,"Saline County, IL",2015,10367,9563,804,7.8
CN1716700000000,17,167,"Sangamon County, IL",2015,103571,98071,5500,5.3
CN1716900000000,17,169,"Schuyler County, IL",2015,3487,3283,204,5.9
CN1717100000000,17,171,"Scott County, IL",2015,2556,2405,151,5.9
CN1717300000000,17,173,"Shelby County, IL",2015,10261,9656,605,5.9
CN1717500000000,17,175,"Stark County, IL",2015,2765,2581,184,6.7
CN1717700000000,17,177,"Stephenson County, IL",2015,21576,20149,1427,6.6
CN1717900000000,17,179,"Tazewell County, IL",2015,66915,62712,4203,6.3
CN1718100000000,17,181,"Union County, IL",2015,7367,6800,567,7.7
CN1718300000000,17,183,"Vermilion County, IL",2015,35399,32881,2518,7.1
CN1718500000000,17,185,"Wabash County, IL",2015,5633,5314,319,5.7
CN1718700000000,17,187,"Warren County, IL",2015,8580,8132,448,5.2
CN1718900000000,17,189,"Washington County, IL",2015,9371,9016,355,3.8
CN1719100000000,17,191,"Wayne County, IL",2015,7515,6996,519,6.9
CN1719300000000,17,193,"White County, IL",2015,6941,6542,399,5.7
CN1719500000000,17,195,"Whiteside County, IL",2015,28567,26796,1771,6.2
CN1719700000000,17,197,"Will County, IL",2015,356963,334632,22331,6.3
CN1719900000000,17,199,"Williamson County, IL",2015,31983,30002,1981,6.2
CN1720100000000,17,201,"Winnebago County, IL",2015,142199,132206,9993,7
CN1720300000000,17,203,"Woodford County, IL",2015,19594,18598,996,5.1
CN1800100000000,18,1,"Adams County, IN",2015,16898,16257,641,3.8
CN1800300000000,18,3,"Allen County, IN",2015,178004,169861,8143,4.6
CN1800500000000,18,5,"Bartholomew County, IN",2015,43579,42013,1566,3.6
CN1800700000000,18,7,"Benton County, IN",2015,4578,4374,204,4.5
CN1800900000000,18,9,"Blackford County, IN",2015,5241,4927,314,6
CN1801100000000,18,11,"Boone County, IN",2015,33492,32264,1228,3.7
CN1801300000000,18,13,"Brown County, IN",2015,7442,7088,354,4.8
CN1801500000000,18,15,"Carroll County, IN",2015,10021,9589,432,4.3
CN1801700000000,18,17,"Cass County, IN",2015,17758,16947,811,4.6
CN1801900000000,18,19,"Clark County, IN",2015,58777,56146,2631,4.5
CN1802100000000,18,21,"Clay County, IN",2015,12365,11715,650,5.3
CN1802300000000,18,23,"Clinton County, IN",2015,16917,16241,676,4
CN1802500000000,18,25,"Crawford County, IN",2015,4914,4619,295,6
CN1802700000000,18,27,"Daviess County, IN",2015,15695,15104,591,3.8
CN1802900000000,18,29,"Dearborn County, IN",2015,25210,23925,1285,5.1
CN1803100000000,18,31,"Decatur County, IN",2015,14291,13713,578,4
CN1803300000000,18,33,"DeKalb County, IN",2015,21781,20891,890,4.1
CN1803500000000,18,35,"Delaware County, IN",2015,54427,51349,3078,5.7
CN1803700000000,18,37,"Dubois County, IN",2015,22673,21910,763,3.4
CN1803900000000,18,39,"Elkhart County, IN",2015,104706,100665,4041,3.9
CN1804100000000,18,41,"Fayette County, IN",2015,8987,8400,587,6.5
CN1804300000000,18,43,"Floyd County, IN",2015,39855,38157,1698,4.3
CN1804500000000,18,45,"Fountain County, IN",2015,8039,7565,474,5.9
CN1804700000000,18,47,"Franklin County, IN",2015,11386,10812,574,5
CN1804900000000,18,49,"Fulton County, IN",2015,9859,9391,468,4.7
CN1805100000000,18,51,"Gibson County, IN",2015,18859,18147,712,3.8
CN1805300000000,18,53,"Grant County, IN",2015,32517,30766,1751,5.4
CN1805500000000,18,55,"Greene County, IN",2015,13750,12811,939,6.8
CN1805700000000,18,57,"Hamilton County, IN",2015,167231,161612,5619,3.4
CN1805900000000,18,59,"Hancock County, IN",2015,37367,35800,1567,4.2
CN1806100000000,18,61,"Harrison County, IN",2015,19379,18496,883,4.6
CN1806300000000,18,63,"Hendricks County, IN",2015,82856,79705,3151,3.8
CN1806500000000,18,65,"Henry County, IN",2015,21659,20516,1143,5.3
CN1806700000000,18,67,"Howard County, IN",2015,36982,35148,1834,5
CN1806900000000,18,69,"Huntington County, IN",2015,18639,17828,811,4.4
CN1807100000000,18,71,"Jackson County, IN",2015,21784,20922,862,4
CN1807300000000,18,73,"Jasper County, IN",2015,16357,15411,946,5.8
CN1807500000000,18,75,"Jay County, IN",2015,9945,9451,494,5
CN1807700000000,18,77,"Jefferson County, IN",2015,15324,14586,738,4.8
CN1807900000000,18,79,"Jennings County, IN",2015,13166,12494,672,5.1
CN1808100000000,18,81,"Johnson County, IN",2015,77580,74437,3143,4.1
CN1808300000000,18,83,"Knox County, IN",2015,19024,18158,866,4.6
CN1808500000000,18,85,"Kosciusko County, IN",2015,40659,39016,1643,4
CN1808700000000,18,87,"LaGrange County, IN",2015,18900,18213,687,3.6
CN1808900000000,18,89,"Lake County, IN",2015,229650,214098,15552,6.8
CN1809100000000,18,91,"LaPorte County, IN",2015,48508,45486,3022,6.2
CN1809300000000,18,93,"Lawrence County, IN",2015,20273,18953,1320,6.5
CN1809500000000,18,95,"Madison County, IN",2015,58211,54928,3283,5.6
CN1809700000000,18,97,"Marion County, IN",2015,472230,448465,23765,5
CN1809900000000,18,99,"Marshall County, IN",2015,24006,23011,995,4.1
CN1810100000000,18,101,"Martin County, IN",2015,5046,4835,211,4.2
CN1810300000000,18,103,"Miami County, IN",2015,15749,14934,815,5.2
CN1810500000000,18,105,"Monroe County, IN",2015,67361,64069,3292,4.9
CN1810700000000,18,107,"Montgomery County, IN",2015,19265,18500,765,4
CN1810900000000,18,109,"Morgan County, IN",2015,35365,33710,1655,4.7
CN1811100000000,18,111,"Newton County, IN",2015,6960,6558,402,5.8
CN1811300000000,18,113,"Noble County, IN",2015,23649,22647,1002,4.2
CN1811500000000,18,115,"Ohio County, IN",2015,3177,3003,174,5.5
CN1811700000000,18,117,"Orange County, IN",2015,8724,8206,518,5.9
CN1811900000000,18,119,"Owen County, IN",2015,9283,8701,582,6.3
CN1812100000000,18,121,"Parke County, IN",2015,7051,6655,396,5.6
CN1812300000000,18,123,"Perry County, IN",2015,9230,8798,432,4.7
CN1812500000000,18,125,"Pike County, IN",2015,6188,5920,268,4.3
CN1812700000000,18,127,"Porter County, IN",2015,84689,80174,4515,5.3
CN1812900000000,18,129,"Posey County, IN",2015,13299,12774,525,3.9
CN1813100000000,18,131,"Pulaski County, IN",2015,6273,5991,282,4.5
CN1813300000000,18,133,"Putnam County, IN",2015,16398,15566,832,5.1
CN1813500000000,18,135,"Randolph County, IN",2015,12683,12059,624,4.9
CN1813700000000,18,137,"Ripley County, IN",2015,13631,12905,726,5.3
CN1813900000000,18,139,"Rush County, IN",2015,8837,8457,380,4.3
CN1814100000000,18,141,"St. Joseph County, IN",2015,130384,123868,6516,5
CN1814300000000,18,143,"Scott County, IN",2015,10266,9709,557,5.4
CN1814500000000,18,145,"Shelby County, IN",2015,22623,21623,1000,4.4
CN1814700000000,18,147,"Spencer County, IN",2015,10973,10522,451,4.1
CN1814900000000,18,149,"Starke County, IN",2015,10546,9923,623,5.9
CN1815100000000,18,151,"Steuben County, IN",2015,19979,19203,776,3.9
CN1815300000000,18,153,"Sullivan County, IN",2015,8655,8119,536,6.2
CN1815500000000,18,155,"Switzerland County, IN",2015,4853,4614,239,4.9
CN1815700000000,18,157,"Tippecanoe County, IN",2015,93108,89182,3926,4.2
CN1815900000000,18,159,"Tipton County, IN",2015,8380,8047,333,4
CN1816100000000,18,161,"Union County, IN",2015,3560,3402,158,4.4
CN1816300000000,18,163,"Vanderburgh County, IN",2015,92229,88320,3909,4.2
CN1816500000000,18,165,"Vermillion County, IN",2015,7224,6713,511,7.1
CN1816700000000,18,167,"Vigo County, IN",2015,48977,45990,2987,6.1
CN1816900000000,18,169,"Wabash County, IN",2015,15385,14653,732,4.8
CN1817100000000,18,171,"Warren County, IN",2015,4097,3895,202,4.9
CN1817300000000,18,173,"Warrick County, IN",2015,31751,30469,1282,4
CN1817500000000,18,175,"Washington County, IN",2015,13501,12804,697,5.2
CN1817700000000,18,177,"Wayne County, IN",2015,30641,29022,1619,5.3
CN1817900000000,18,179,"Wells County, IN",2015,14035,13489,546,3.9
CN1818100000000,18,181,"White County, IN",2015,13609,13059,550,4
CN1818300000000,18,183,"Whitley County, IN",2015,17016,16322,694,4.1
CN1900100000000,19,1,"Adair County, IA",2015,4224,4089,135,3.2
CN1900300000000,19,3,"Adams County, IA",2015,2289,2226,63,2.8
CN1900500000000,19,5,"Allamakee County, IA",2015,7697,7325,372,4.8
CN1900700000000,19,7,"Appanoose County, IA",2015,6220,5919,301,4.8
CN1900900000000,19,9,"Audubon County, IA",2015,3237,3110,127,3.9
CN1901100000000,19,11,"Benton County, IA",2015,13769,13239,530,3.8
CN1901300000000,19,13,"Black Hawk County, IA",2015,70483,67292,3191,4.5
CN1901500000000,19,15,"Boone County, IA",2015,15313,14855,458,3
CN1901700000000,19,17,"Bremer County, IA",2015,13969,13483,486,3.5
CN1901900000000,19,19,"Buchanan County, IA",2015,11313,10836,477,4.2
CN1902100000000,19,21,"Buena Vista County, IA",2015,11582,11163,419,3.6
CN1902300000000,19,23,"Butler County, IA",2015,8279,7920,359,4.3
CN1902500000000,19,25,"Calhoun County, IA",2015,4455,4265,190,4.3
CN1902700000000,19,27,"Carroll County, IA",2015,11304,11011,293,2.6
CN1902900000000,19,29,"Cass County, IA",2015,7457,7189,268,3.6
CN1903100000000,19,31,"Cedar County, IA",2015,10985,10612,373,3.4
CN1903300000000,19,33,"Cerro Gordo County, IA",2015,23007,22107,900,3.9
CN1903500000000,19,35,"Cherokee County, IA",2015,6340,6015,325,5.1
CN1903700000000,19,37,"Chickasaw County, IA",2015,6455,6167,288,4.5
CN1903900000000,19,39,"Clarke County, IA",2015,4768,4575,193,4
CN1904100000000,19,41,"Clay County, IA",2015,8850,8533,317,3.6
CN1904300000000,19,43,"Clayton County, IA",2015,10290,9868,422,4.1
CN1904500000000,19,45,"Clinton County, IA",2015,24428,23219,1209,4.9
CN1904700000000,19,47,"Crawford County, IA",2015,8749,8386,363,4.1
CN1904900000000,19,49,"Dallas County, IA",2015,43682,42443,1239,2.8
CN1905100000000,19,51,"Davis County, IA",2015,4176,3992,184,4.4
CN1905300000000,19,53,"Decatur County, IA",2015,4429,4285,144,3.3
CN1905500000000,19,55,"Delaware County, IA",2015,10684,10327,357,3.3
CN1905700000000,19,57,"Des Moines County, IA",2015,20514,19555,959,4.7
CN1905900000000,19,59,"Dickinson County, IA",2015,10209,9816,393,3.8
CN1906100000000,19,61,"Dubuque County, IA",2015,55719,53699,2020,3.6
CN1906300000000,19,63,"Emmet County, IA",2015,5664,5455,209,3.7
CN1906500000000,19,65,"Fayette County, IA",2015,10812,10327,485,4.5
CN1906700000000,19,67,"Floyd County, IA",2015,8700,8375,325,3.7
CN1906900000000,19,69,"Franklin County, IA",2015,5958,5760,198,3.3
CN1907100000000,19,71,"Fremont County, IA",2015,4149,4013,136,3.3
CN1907300000000,19,73,"Greene County, IA",2015,5570,5376,194,3.5
CN1907500000000,19,75,"Grundy County, IA",2015,6732,6479,253,3.8
CN1907700000000,19,77,"Guthrie County, IA",2015,5622,5412,210,3.7
CN1907900000000,19,79,"Hamilton County, IA",2015,7228,6924,304,4.2
CN1908100000000,19,81,"Hancock County, IA",2015,6367,6196,171,2.7
CN1908300000000,19,83,"Hardin County, IA",2015,8815,8470,345,3.9
CN1908500000000,19,85,"Harrison County, IA",2015,7538,7285,253,3.4
CN1908700000000,19,87,"Henry County, IA",2015,9597,9225,372,3.9
CN1908900000000,19,89,"Howard County, IA",2015,5376,5185,191,3.6
CN1909100000000,19,91,"Humboldt County, IA",2015,5343,5167,176,3.3
CN1909300000000,19,93,"Ida County, IA",2015,3961,3839,122,3.1
CN1909500000000,19,95,"Iowa County, IA",2015,10383,10022,361,3.5
CN1909700000000,19,97,"Jackson County, IA",2015,11165,10700,465,4.2
CN1909900000000,19,99,"Jasper County, IA",2015,19105,18371,734,3.8
CN1910100000000,19,101,"Jefferson County, IA",2015,9151,8803,348,3.8
CN1910300000000,19,103,"Johnson County, IA",2015,83898,81684,2214,2.6
CN1910500000000,19,105,"Jones County, IA",2015,10781,10335,446,4.1
CN1910700000000,19,107,"Keokuk County, IA",2015,5424,5195,229,4.2
CN1910900000000,19,109,"Kossuth County, IA",2015,8835,8585,250,2.8
CN1911100000000,19,111,"Lee County, IA",2015,18265,17293,972,5.3
CN1911300000000,19,113,"Linn County, IA",2015,120196,115687,4509,3.8
CN1911500000000,19,115,"Louisa County, IA",2015,6025,5799,226,3.8
CN1911700000000,19,117,"Lucas County, IA",2015,4402,4248,154,3.5
CN1911900000000,19,119,"Lyon County, IA",2015,7064,6924,140,2
CN1912100000000,19,121,"Madison County, IA",2015,8235,7916,319,3.9
CN1912300000000,19,123,"Mahaska County, IA",2015,11836,11372,464,3.9
CN1912500000000,19,125,"Marion County, IA",2015,17435,16870,565,3.2
CN1912700000000,19,127,"Marshall County, IA",2015,19435,18459,976,5
CN1912900000000,19,129,"Mills County, IA",2015,7425,7125,300,4
CN1913100000000,19,131,"Mitchell County, IA",2015,5596,5440,156,2.8
CN1913300000000,19,133,"Monona County, IA",2015,4762,4555,207,4.3
CN1913500000000,19,135,"Monroe County, IA",2015,4038,3860,178,4.4
CN1913700000000,19,137,"Montgomery County, IA",2015,5171,4989,182,3.5
CN1913900000000,19,139,"Muscatine County, IA",2015,22214,21364,850,3.8
CN1914100000000,19,141,"O'Brien County, IA",2015,8432,8196,236,2.8
CN1914300000000,19,143,"Osceola County, IA",2015,3545,3445,100,2.8
CN1914500000000,19,145,"Page County, IA",2015,6570,6301,269,4.1
CN1914700000000,19,147,"Palo Alto County, IA",2015,4865,4716,149,3.1
CN1914900000000,19,149,"Plymouth County, IA",2015,14793,14380,413,2.8
CN1915100000000,19,151,"Pocahontas County, IA",2015,4311,4181,130,3
CN1915300000000,19,153,"Polk County, IA",2015,255669,246352,9317,3.6
CN1915500000000,19,155,"Pottawattamie County, IA",2015,49001,47227,1774,3.6
CN1915700000000,19,157,"Poweshiek County, IA",2015,10510,10134,376,3.6
CN1915900000000,19,159,"Ringgold County, IA",2015,2567,2482,85,3.3
CN1916100000000,19,161,"Sac County, IA",2015,5642,5456,186,3.3
CN1916300000000,19,163,"Scott County, IA",2015,87907,83842,4065,4.6
CN1916500000000,19,165,"Shelby County, IA",2015,7020,6821,199,2.8
CN1916700000000,19,167,"Sioux County, IA",2015,20763,20258,505,2.4
CN1916900000000,19,169,"Story County, IA",2015,57440,56019,1421,2.5
CN1917100000000,19,171,"Tama County, IA",2015,9668,9251,417,4.3
CN1917300000000,19,173,"Taylor County, IA",2015,3240,3138,102,3.1
CN1917500000000,19,175,"Union County, IA",2015,6576,6304,272,4.1
CN1917700000000,19,177,"Van Buren County, IA",2015,3841,3687,154,4
CN1917900000000,19,179,"Wapello County, IA",2015,18008,17090,918,5.1
CN1918100000000,19,181,"Warren County, IA",2015,26711,25805,906,3.4
CN1918300000000,19,183,"Washington County, IA",2015,12392,12009,383,3.1
CN1918500000000,19,185,"Wayne County, IA",2015,2850,2739,111,3.9
CN1918700000000,19,187,"Webster County, IA",2015,20353,19483,870,4.3
